CE_ID,PA,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,sex,race,capital-gain,capital-loss,hours-per-week,Output,Decision
11342,1,19,State-gov,13,9th,5,11th,Other-service,Not-in-family,Male,Amer-Indian-Eskimo,7,95,9,0.058043,POSITIVE
11343,0,20,State-gov,14,9th,5,Prof-school,Other-service,Other-relative,Female,Amer-Indian-Eskimo,8,97,9,-0.317254,NEGATIVE
11343,1,20,State-gov,14,9th,5,Prof-school,Other-service,Other-relative,Male,Amer-Indian-Eskimo,8,97,9,0.041955,POSITIVE
11344,0,20,State-gov,14,9th,5,Prof-school,Other-service,Other-relative,Female,Amer-Indian-Eskimo,8,97,4,-0.051737,NEGATIVE
11344,1,20,State-gov,14,9th,5,Prof-school,Other-service,Other-relative,Male,Amer-Indian-Eskimo,8,97,4,0.323719,POSITIVE
11345,0,10,Private,8,Some-college,4,Married-civ-spouse,Other-service,Wife,Female,Amer-Indian-Eskimo,0,89,6,-0.279152,NEGATIVE
11345,1,10,Private,8,Some-college,4,Married-civ-spouse,Other-service,Wife,Male,Amer-Indian-Eskimo,0,89,6,0.098767,POSITIVE
11346,0,10,Self-emp-not-inc,8,11th,4,Divorced,Other-service,Wife,Female,Amer-Indian-Eskimo,0,90,6,-0.276735,NEGATIVE
11346,1,10,Self-emp-not-inc,8,11th,4,Divorced,Other-service,Wife,Male,Amer-Indian-Eskimo,0,90,6,0.101574,POSITIVE
11347,0,10,Self-emp-not-inc,9,11th,4,Separated,Other-service,Own-child,Female,Amer-Indian-Eskimo,1,91,6,-0.274318,NEGATIVE
11347,1,10,Self-emp-not-inc,9,11th,4,Separated,Other-service,Own-child,Male,Amer-Indian-Eskimo,1,91,6,0.104382,POSITIVE
11348,0,11,Self-emp-inc,10,HS-grad,4,Widowed,Other-service,Own-child,Female,Amer-Indian-Eskimo,2,92,7,-0.260897,NEGATIVE
11348,1,11,Self-emp-inc,10,HS-grad,4,Widowed,Other-service,Own-child,Male,Amer-Indian-Eskimo,2,92,7,0.107190,POSITIVE
11349,0,11,Self-emp-inc,10,Prof-school,4,Married-spouse-absent,Other-service,Husband,Female,Amer-Indian-Eskimo,3,93,7,-0.246003,NEGATIVE
11349,1,11,Self-emp-inc,10,Prof-school,4,Married-spouse-absent,Other-service,Husband,Male,Amer-Indian-Eskimo,3,93,7,0.109997,POSITIVE
11350,0,12,Federal-gov,11,Assoc-acdm,5,(null),Other-service,Husband,Female,Amer-Indian-Eskimo,4,94,8,-0.231110,NEGATIVE
11350,1,12,Federal-gov,11,Assoc-acdm,5,(null),Other-service,Husband,Male,Amer-Indian-Eskimo,4,94,8,0.112805,POSITIVE
11351,0,12,Local-gov,12,Assoc-acdm,5,Bachelors,Other-service,Husband,Female,Amer-Indian-Eskimo,5,95,8,-0.216217,NEGATIVE
11351,1,12,Local-gov,12,Assoc-acdm,5,Bachelors,Other-service,Husband,Male,Amer-Indian-Eskimo,5,95,8,0.115613,POSITIVE
11352,0,13,Local-gov,12,Assoc-voc,5,Some-college,Other-service,Not-in-family,Female,Amer-Indian-Eskimo,6,96,8,-0.201324,NEGATIVE
11352,1,13,Local-gov,12,Assoc-voc,5,Some-college,Other-service,Not-in-family,Male,Amer-Indian-Eskimo,6,96,8,0.118420,POSITIVE
11353,0,13,State-gov,13,9th,5,11th,Other-service,Not-in-family,Female,Amer-Indian-Eskimo,7,97,9,-0.186430,NEGATIVE
11353,1,13,State-gov,13,9th,5,11th,Other-service,Not-in-family,Male,Amer-Indian-Eskimo,7,97,9,0.121228,POSITIVE
11354,0,14,State-gov,14,9th,5,Prof-school,Other-service,Other-relative,Female,Amer-Indian-Eskimo,8,98,9,-0.077744,NEGATIVE
11354,1,14,State-gov,14,9th,5,Prof-school,Other-service,Other-relative,Male,Amer-Indian-Eskimo,8,98,9,0.124036,POSITIVE
11355,0,10,Private,8,Some-college,4,Married-civ-spouse,Other-service,Wife,Female,Amer-Indian-Eskimo,0,76,0,-0.184666,NEGATIVE
11355,1,10,Private,8,Some-college,4,Married-civ-spouse,Other-service,Wife,Male,Amer-Indian-Eskimo,0,76,0,0.169086,POSITIVE
11356,0,10,Self-emp-not-inc,8,11th,4,Divorced,Other-service,Wife,Female,Amer-Indian-Eskimo,0,78,0,-0.196069,NEGATIVE
11356,1,10,Self-emp-not-inc,8,11th,4,Divorced,Other-service,Wife,Male,Amer-Indian-Eskimo,0,78,0,0.155266,POSITIVE
11357,0,10,Self-emp-not-inc,9,11th,4,Separated,Other-service,Own-child,Female,Amer-Indian-Eskimo,1,80,0,-0.207472,NEGATIVE
11357,1,10,Self-emp-not-inc,9,11th,4,Separated,Other-service,Own-child,Male,Amer-Indian-Eskimo,1,80,0,0.141445,POSITIVE
11358,0,11,Self-emp-inc,10,HS-grad,4,Widowed,Other-service,Own-child,Female,Amer-Indian-Eskimo,2,83,1,-0.218875,NEGATIVE
11358,1,11,Self-emp-inc,10,HS-grad,4,Widowed,Other-service,Own-child,Male,Amer-Indian-Eskimo,2,83,1,0.127625,POSITIVE
11359,0,11,Self-emp-inc,10,Prof-school,4,Married-spouse-absent,Other-service,Husband,Female,Amer-Indian-Eskimo,3,85,1,-0.230279,NEGATIVE
11359,1,11,Self-emp-inc,10,Prof-school,4,Married-spouse-absent,Other-service,Husband,Male,Amer-Indian-Eskimo,3,85,1,0.113804,POSITIVE
11360,0,12,Federal-gov,11,Assoc-acdm,5,(null),Other-service,Husband,Female,Amer-Indian-Eskimo,4,88,2,-0.241682,NEGATIVE
11360,1,12,Federal-gov,11,Assoc-acdm,5,(null),Other-service,Husband,Male,Amer-Indian-Eskimo,4,88,2,0.099984,POSITIVE
11361,0,12,Local-gov,12,Assoc-acdm,5,Bachelors,Other-service,Husband,Female,Amer-Indian-Eskimo,5,90,2,-0.253086,NEGATIVE
11361,1,12,Local-gov,12,Assoc-acdm,5,Bachelors,Other-service,Husband,Male,Amer-Indian-Eskimo,5,90,2,0.086163,POSITIVE
11362,0,13,Local-gov,12,Assoc-voc,5,Some-college,Other-service,Not-in-family,Female,Amer-Indian-Eskimo,6,92,3,-0.264489,NEGATIVE
11362,1,13,Local-gov,12,Assoc-voc,5,Some-college,Other-service,Not-in-family,Male,Amer-Indian-Eskimo,6,92,3,0.072342,POSITIVE
11363,0,13,State-gov,13,9th,5,11th,Other-service,Not-in-family,Female,Amer-Indian-Eskimo,7,95,3,-0.275892,NEGATIVE
11363,1,13,State-gov,13,9th,5,11th,Other-service,Not-in-family,Male,Amer-Indian-Eskimo,7,95,3,0.058522,POSITIVE
11364,0,14,State-gov,14,9th,5,Prof-school,Other-service,Other-relative,Female,Amer-Indian-Eskimo,8,97,4,-0.287296,NEGATIVE
11364,1,14,State-gov,14,9th,5,Prof-school,Other-service,Other-relative,Male,Amer-Indian-Eskimo,8,97,4,0.044522,POSITIVE
11365,0,19,Local-gov,4,Assoc-voc,5,Some-college,Other-service,Not-in-family,Female,Amer-Indian-Eskimo,6,92,8,-0.000021,NEGATIVE
11365,1,19,Local-gov,4,Assoc-voc,5,Some-college,Other-service,Not-in-family,Male,Amer-Indian-Eskimo,6,92,8,0.372028,POSITIVE
11366,0,19,State-gov,5,9th,5,11th,Other-service,Not-in-family,Female,Amer-Indian-Eskimo,7,95,9,-0.016871,NEGATIVE
11366,1,19,State-gov,5,9th,5,11th,Other-service,Not-in-family,Male,Amer-Indian-Eskimo,7,95,9,0.356288,POSITIVE
11367,0,20,State-gov,6,9th,5,Prof-school,Other-service,Other-relative,Female,Amer-Indian-Eskimo,8,97,9,-0.033721,NEGATIVE
11367,1,20,State-gov,6,9th,5,Prof-school,Other-service,Other-relative,Male,Amer-Indian-Eskimo,8,97,9,0.340549,POSITIVE
11368,0,16,Private,0,Some-college,4,Married-civ-spouse,Other-service,Wife,Female,Amer-Indian-Eskimo,0,76,0,-0.124023,NEGATIVE
11368,1,16,Private,0,Some-college,4,Married-civ-spouse,Other-service,Wife,Male,Amer-Indian-Eskimo,0,76,0,0.247367,POSITIVE
11369,0,16,Self-emp-not-inc,0,11th,4,Divorced,Other-service,Wife,Female,Amer-Indian-Eskimo,0,78,0,-0.096790,NEGATIVE
11369,1,16,Self-emp-not-inc,0,11th,4,Divorced,Other-service,Wife,Male,Amer-Indian-Eskimo,0,78,0,0.263696,POSITIVE
11370,0,16,Self-emp-not-inc,1,11th,4,Separated,Other-service,Own-child,Female,Amer-Indian-Eskimo,1,80,0,-0.130890,NEGATIVE
11370,1,16,Self-emp-not-inc,1,11th,4,Separated,Other-service,Own-child,Male,Amer-Indian-Eskimo,1,80,0,0.339411,POSITIVE
11371,0,17,Self-emp-inc,2,HS-grad,4,Widowed,Other-service,Own-child,Female,Amer-Indian-Eskimo,2,83,1,-0.049733,NEGATIVE
11371,1,17,Self-emp-inc,2,HS-grad,4,Widowed,Other-service,Own-child,Male,Amer-Indian-Eskimo,2,83,1,0.325591,POSITIVE
11372,0,17,Self-emp-inc,2,Prof-school,4,Married-spouse-absent,Other-service,Husband,Female,Amer-Indian-Eskimo,3,85,1,-0.064528,NEGATIVE
11372,1,17,Self-emp-inc,2,Prof-school,4,Married-spouse-absent,Other-service,Husband,Male,Amer-Indian-Eskimo,3,85,1,0.311770,POSITIVE
11373,0,18,Federal-gov,3,Assoc-acdm,5,(null),Other-service,Husband,Female,Amer-Indian-Eskimo,4,88,2,-0.079323,NEGATIVE
11373,1,18,Federal-gov,3,Assoc-acdm,5,(null),Other-service,Husband,Male,Amer-Indian-Eskimo,4,88,2,0.297950,POSITIVE
11374,0,18,Local-gov,4,Assoc-acdm,5,Bachelors,Other-service,Husband,Female,Amer-Indian-Eskimo,5,90,2,-0.094118,NEGATIVE
11374,1,18,Local-gov,4,Assoc-acdm,5,Bachelors,Other-service,Husband,Male,Amer-Indian-Eskimo,5,90,2,0.284129,POSITIVE
11375,0,19,Local-gov,4,Assoc-voc,5,Some-college,Other-service,Not-in-family,Female,Amer-Indian-Eskimo,6,92,3,-0.108914,NEGATIVE
11375,1,19,Local-gov,4,Assoc-voc,5,Some-college,Other-service,Not-in-family,Male,Amer-Indian-Eskimo,6,92,3,0.270308,POSITIVE
11376,0,19,State-gov,5,9th,5,11th,Other-service,Not-in-family,Female,Amer-Indian-Eskimo,7,95,3,-0.123709,NEGATIVE
11376,1,19,State-gov,5,9th,5,11th,Other-service,Not-in-family,Male,Amer-Indian-Eskimo,7,95,3,0.256487,POSITIVE
11377,0,20,State-gov,6,9th,5,Prof-school,Other-service,Other-relative,Female,Amer-Indian-Eskimo,8,97,4,-0.138504,NEGATIVE
11377,1,20,State-gov,6,9th,5,Prof-school,Other-service,Other-relative,Male,Amer-Indian-Eskimo,8,97,4,0.242667,POSITIVE
11378,0,10,Private,0,Some-college,4,Married-civ-spouse,Other-service,Wife,Female,Amer-Indian-Eskimo,0,76,6,-0.061534,NEGATIVE
11378,1,10,Private,0,Some-college,4,Married-civ-spouse,Other-service,Wife,Male,Amer-Indian-Eskimo,0,76,6,0.496218,POSITIVE
11379,0,10,Self-emp-not-inc,0,11th,4,Divorced,Other-service,Wife,Female,Amer-Indian-Eskimo,0,78,0,-0.045028,NEGATIVE
11379,1,10,Self-emp-not-inc,0,11th,4,Divorced,Other-service,Wife,Male,Amer-Indian-Eskimo,0,78,0,0.242722,POSITIVE
11380,0,10,Self-emp-not-inc,1,11th,4,Separated,Other-service,Own-child,Female,Amer-Indian-Eskimo,1,80,0,-0.096703,NEGATIVE
11380,1,10,Self-emp-not-inc,1,11th,4,Separated,Other-service,Own-child,Male,Amer-Indian-Eskimo,1,80,0,0.272780,POSITIVE
11381,0,11,Self-emp-inc,2,HS-grad,4,Widowed,Other-service,Own-child,Female,Amer-Indian-Eskimo,2,83,1,-0.046124,NEGATIVE
11381,1,11,Self-emp-inc,2,HS-grad,4,Widowed,Other-service,Own-child,Male,Amer-Indian-Eskimo,2,83,1,0.326616,POSITIVE
11382,0,11,Self-emp-inc,2,Prof-school,4,Married-spouse-absent,Other-service,Husband,Female,Amer-Indian-Eskimo,3,85,1,-0.045870,NEGATIVE
11382,1,11,Self-emp-inc,2,Prof-school,4,Married-spouse-absent,Other-service,Husband,Male,Amer-Indian-Eskimo,3,85,1,0.314616,POSITIVE
11383,0,12,Federal-gov,3,Assoc-acdm,5,(null),Other-service,Husband,Female,Amer-Indian-Eskimo,4,88,2,-0.046278,NEGATIVE
11383,1,12,Federal-gov,3,Assoc-acdm,5,(null),Other-service,Husband,Male,Amer-Indian-Eskimo,4,88,2,0.398229,POSITIVE
11384,0,13,Local-gov,4,Assoc-voc,5,Some-college,Other-service,Not-in-family,Female,Amer-Indian-Eskimo,6,92,3,-0.001563,NEGATIVE
11384,1,13,Local-gov,4,Assoc-voc,5,Some-college,Other-service,Not-in-family,Male,Amer-Indian-Eskimo,6,92,3,0.370588,POSITIVE
11385,0,13,State-gov,5,9th,5,11th,Other-service,Not-in-family,Female,Amer-Indian-Eskimo,7,95,3,-0.016358,NEGATIVE
11385,1,13,State-gov,5,9th,5,11th,Other-service,Not-in-family,Male,Amer-Indian-Eskimo,7,95,3,0.356768,POSITIVE
11386,0,14,State-gov,6,9th,5,Prof-school,Other-service,Other-relative,Female,Amer-Indian-Eskimo,8,97,4,-0.030818,NEGATIVE
11386,1,14,State-gov,6,9th,5,Prof-school,Other-service,Other-relative,Male,Amer-Indian-Eskimo,8,97,4,0.342947,POSITIVE
11387,0,17,Self-emp-inc,10,Prof-school,1,Married-spouse-absent,Other-service,Husband,Female,Amer-Indian-Eskimo,1,85,3,-0.049490,NEGATIVE
11387,1,17,Self-emp-inc,10,Prof-school,1,Married-spouse-absent,Other-service,Husband,Male,Amer-Indian-Eskimo,1,85,3,0.325818,POSITIVE
11388,0,18,Federal-gov,11,Assoc-acdm,1,(null),Other-service,Husband,Female,Amer-Indian-Eskimo,2,88,5,-0.141354,NEGATIVE
11388,1,18,Federal-gov,11,Assoc-acdm,1,(null),Other-service,Husband,Male,Amer-Indian-Eskimo,2,88,5,0.240004,POSITIVE
11389,0,18,Local-gov,12,Assoc-acdm,1,Bachelors,Other-service,Husband,Female,Amer-Indian-Eskimo,2,90,5,-0.231444,NEGATIVE
11389,1,18,Local-gov,12,Assoc-acdm,1,Bachelors,Other-service,Husband,Male,Amer-Indian-Eskimo,2,90,5,0.154192,POSITIVE
11390,0,19,Local-gov,12,Assoc-voc,2,Some-college,Other-service,Not-in-family,Female,Amer-Indian-Eskimo,2,92,6,-0.305309,NEGATIVE
11390,1,19,Local-gov,12,Assoc-voc,2,Some-college,Other-service,Not-in-family,Male,Amer-Indian-Eskimo,2,92,6,0.068377,POSITIVE
11391,0,12,Federal-gov,11,Assoc-acdm,1,(null),Other-service,Husband,Female,Amer-Indian-Eskimo,2,88,2,-0.085368,NEGATIVE
11391,1,12,Federal-gov,11,Assoc-acdm,1,(null),Other-service,Husband,Male,Amer-Indian-Eskimo,2,88,2,0.292303,POSITIVE
11392,0,12,Local-gov,12,Assoc-acdm,1,Bachelors,Other-service,Husband,Female,Amer-Indian-Eskimo,2,90,2,-0.187505,NEGATIVE
11392,1,12,Local-gov,12,Assoc-acdm,1,Bachelors,Other-service,Husband,Male,Amer-Indian-Eskimo,2,90,2,0.196894,POSITIVE
11393,0,13,Local-gov,12,Assoc-voc,2,Some-college,Other-service,Not-in-family,Female,Amer-Indian-Eskimo,2,92,3,-0.276813,NEGATIVE
11393,1,13,Local-gov,12,Assoc-voc,2,Some-college,Other-service,Not-in-family,Male,Amer-Indian-Eskimo,2,92,3,0.101484,POSITIVE
11394,0,13,State-gov,13,9th,2,11th,Other-service,Not-in-family,Female,Amer-Indian-Eskimo,3,95,3,-0.358937,NEGATIVE
11394,1,13,State-gov,13,9th,2,11th,Other-service,Not-in-family,Male,Amer-Indian-Eskimo,3,95,3,0.003172,POSITIVE
11395,0,18,State-gov,5,9th,2,11th,Other-service,Not-in-family,Female,Amer-Indian-Eskimo,3,95,7,-0.076201,NEGATIVE
11395,1,18,State-gov,5,9th,2,11th,Other-service,Not-in-family,Male,Amer-Indian-Eskimo,3,95,7,0.300867,POSITIVE
11396,0,19,State-gov,6,9th,2,Prof-school,Other-service,Other-relative,Female,Amer-Indian-Eskimo,3,97,8,-0.178800,NEGATIVE
11396,1,19,State-gov,6,9th,2,Prof-school,Other-service,Other-relative,Male,Amer-Indian-Eskimo,3,97,8,0.205025,POSITIVE
11397,0,16,Private,8,Some-college,4,Married-civ-spouse,Other-service,Wife,Female,Amer-Indian-Eskimo,0,64,0,-0.077919,NEGATIVE
11397,1,16,Private,8,Some-college,4,Married-civ-spouse,Other-service,Wife,Male,Amer-Indian-Eskimo,0,64,0,0.240014,POSITIVE
11398,0,10,Private,0,Some-college,4,Married-civ-spouse,Other-service,Wife,Female,Amer-Indian-Eskimo,0,64,0,-0.320914,NEGATIVE
11398,1,10,Private,0,Some-college,4,Married-civ-spouse,Other-service,Wife,Male,Amer-Indian-Eskimo,0,64,0,0.414873,POSITIVE
11399,0,10,Self-emp-not-inc,0,11th,4,Divorced,Other-service,Wife,Female,Amer-Indian-Eskimo,0,65,0,-0.045165,NEGATIVE
11399,1,10,Self-emp-not-inc,0,11th,4,Divorced,Other-service,Wife,Male,Amer-Indian-Eskimo,0,65,0,0.455600,POSITIVE
11400,0,19,Local-gov,12,Assoc-voc,2,Some-college,Other-service,Not-in-family,Female,Amer-Indian-Eskimo,2,67,3,-0.004761,NEGATIVE
11400,1,19,Local-gov,12,Assoc-voc,2,Some-college,Other-service,Not-in-family,Male,Amer-Indian-Eskimo,2,67,3,0.357887,POSITIVE
11401,0,19,State-gov,13,9th,2,11th,Other-service,Not-in-family,Female,Amer-Indian-Eskimo,3,70,3,-0.109141,NEGATIVE
11401,1,19,State-gov,13,9th,2,11th,Other-service,Not-in-family,Male,Amer-Indian-Eskimo,3,70,3,0.262478,POSITIVE
11402,0,20,State-gov,14,9th,2,Prof-school,Other-service,Other-relative,Female,Amer-Indian-Eskimo,3,72,4,-0.213521,NEGATIVE
11402,1,20,State-gov,14,9th,2,Prof-school,Other-service,Other-relative,Male,Amer-Indian-Eskimo,3,72,4,0.167068,POSITIVE
11403,0,27,Federal-gov,7,12th,5,(null),Exec-managerial,Husband,Female,Asian-Pac-Islander,14,88,15,0.585312,POSITIVE
11403,1,27,Federal-gov,7,12th,5,(null),Exec-managerial,Husband,Male,Asian-Pac-Islander,14,88,15,-1.653377,NEGATIVE
11404,0,27,Local-gov,8,Masters,5,Bachelors,Exec-managerial,Husband,Female,Asian-Pac-Islander,15,90,16,0.728903,POSITIVE
11404,1,27,Local-gov,8,Masters,5,Bachelors,Exec-managerial,Husband,Male,Asian-Pac-Islander,15,90,16,-1.067851,NEGATIVE
11405,0,28,Local-gov,10,1st-4th,5,Some-college,Exec-managerial,Not-in-family,Female,Asian-Pac-Islander,16,92,17,0.770182,POSITIVE
11405,1,28,Local-gov,10,1st-4th,5,Some-college,Exec-managerial,Not-in-family,Male,Asian-Pac-Islander,16,92,17,-0.186844,NEGATIVE
11406,0,28,Local-gov,10,5th-6th,5,Some-college,Prof-specialty,Not-in-family,Female,White,16,92,17,0.005413,POSITIVE
11406,1,28,Local-gov,10,5th-6th,5,Some-college,Prof-specialty,Not-in-family,Male,White,16,92,17,-1.541186,NEGATIVE
11407,0,29,State-gov,11,Preschool,5,11th,Prof-specialty,Not-in-family,Female,White,17,95,18,0.034865,POSITIVE
11407,1,29,State-gov,11,Preschool,5,11th,Prof-specialty,Not-in-family,Male,White,17,95,18,-1.527693,NEGATIVE
11408,0,30,State-gov,13,Preschool,5,Prof-school,Prof-specialty,Other-relative,Female,White,18,97,19,0.064316,POSITIVE
11408,1,30,State-gov,13,Preschool,5,Prof-school,Prof-specialty,Other-relative,Male,White,18,97,19,-1.514200,NEGATIVE
11409,0,27,Local-gov,12,Assoc-acdm,5,Bachelors,Prof-specialty,Husband,Female,White,15,83,16,0.065747,POSITIVE
11409,1,27,Local-gov,12,Assoc-acdm,5,Bachelors,Prof-specialty,Husband,Male,White,15,83,16,-1.119654,NEGATIVE
11410,0,28,Local-gov,12,Assoc-voc,5,Some-college,Prof-specialty,Not-in-family,Female,White,16,84,17,0.207567,POSITIVE
11410,1,28,Local-gov,12,Assoc-voc,5,Some-college,Prof-specialty,Not-in-family,Male,White,16,84,17,-1.120453,NEGATIVE
11411,0,29,State-gov,13,9th,5,11th,Prof-specialty,Not-in-family,Female,White,17,85,18,0.347260,POSITIVE
11411,1,29,State-gov,13,9th,5,11th,Prof-specialty,Not-in-family,Male,White,17,85,18,-1.121251,NEGATIVE
11412,0,30,State-gov,14,9th,5,Prof-school,Prof-specialty,Other-relative,Female,White,18,86,19,0.338265,POSITIVE
11412,1,30,State-gov,14,9th,5,Prof-school,Prof-specialty,Other-relative,Male,White,18,86,19,-1.122048,NEGATIVE
11413,0,24,Local-gov,4,Assoc-acdm,5,Bachelors,Prof-specialty,Husband,Female,White,15,83,16,0.109139,POSITIVE
11413,1,24,Local-gov,4,Assoc-acdm,5,Bachelors,Prof-specialty,Husband,Male,White,15,83,16,-1.225706,NEGATIVE
11414,0,25,Local-gov,4,Assoc-voc,5,Some-college,Prof-specialty,Not-in-family,Female,White,16,84,17,0.354450,POSITIVE
11414,1,25,Local-gov,4,Assoc-voc,5,Some-college,Prof-specialty,Not-in-family,Male,White,16,84,17,-1.229047,NEGATIVE
11415,0,25,State-gov,5,9th,5,11th,Prof-specialty,Not-in-family,Female,White,17,85,18,0.402889,POSITIVE
11415,1,25,State-gov,5,9th,5,11th,Prof-specialty,Not-in-family,Male,White,17,85,18,-1.232389,NEGATIVE
11416,0,26,State-gov,6,9th,5,Prof-school,Prof-specialty,Other-relative,Female,White,18,86,19,0.438412,POSITIVE
11416,1,26,State-gov,6,9th,5,Prof-school,Prof-specialty,Other-relative,Male,White,18,86,19,-1.235730,NEGATIVE
11417,0,29,State-gov,11,Doctorate,2,11th,Prof-specialty,Not-in-family,Female,Asian-Pac-Islander,17,95,18,0.315252,POSITIVE
11417,1,29,State-gov,11,Doctorate,2,11th,Prof-specialty,Not-in-family,Male,Asian-Pac-Islander,17,95,18,-1.993697,NEGATIVE
11418,0,30,State-gov,13,5th-6th,2,Prof-school,Prof-specialty,Other-relative,Female,Asian-Pac-Islander,18,97,19,0.679272,POSITIVE
11418,1,30,State-gov,13,5th-6th,2,Prof-school,Prof-specialty,Other-relative,Male,Asian-Pac-Islander,18,97,19,-1.372303,NEGATIVE
11419,0,30,State-gov,14,5th-6th,5,Prof-school,Prof-specialty,Other-relative,Female,Asian-Pac-Islander,8,97,19,0.538571,POSITIVE
11419,1,30,State-gov,14,5th-6th,5,Prof-school,Prof-specialty,Other-relative,Male,Asian-Pac-Islander,8,97,19,-1.616694,NEGATIVE
11420,0,30,State-gov,6,5th-6th,5,Prof-school,Prof-specialty,Other-relative,Female,Asian-Pac-Islander,8,97,19,0.170992,POSITIVE
11420,1,30,State-gov,6,5th-6th,5,Prof-school,Prof-specialty,Other-relative,Male,Asian-Pac-Islander,8,97,19,-1.834194,NEGATIVE
11421,0,22,Private,8,12th,2,Married-civ-spouse,Prof-specialty,Wife,Female,Asian-Pac-Islander,0,76,11,0.544309,POSITIVE
11421,1,22,Private,8,12th,2,Married-civ-spouse,Prof-specialty,Wife,Male,Asian-Pac-Islander,0,76,11,-1.777512,NEGATIVE
11422,0,22,Self-emp-not-inc,8,Masters,2,Divorced,Prof-specialty,Wife,Female,Asian-Pac-Islander,0,78,11,0.492981,POSITIVE
11422,1,22,Self-emp-not-inc,8,Masters,2,Divorced,Prof-specialty,Wife,Male,Asian-Pac-Islander,0,78,11,-1.858846,NEGATIVE
11423,0,23,Self-emp-not-inc,9,Masters,2,Separated,Prof-specialty,Own-child,Female,Asian-Pac-Islander,1,80,12,0.430122,POSITIVE
11423,1,23,Self-emp-not-inc,9,Masters,2,Separated,Prof-specialty,Own-child,Male,Asian-Pac-Islander,1,80,12,-1.858930,NEGATIVE
11424,0,24,Self-emp-inc,10,1st-4th,2,Widowed,Prof-specialty,Own-child,Female,Asian-Pac-Islander,2,83,13,0.344526,POSITIVE
11424,1,24,Self-emp-inc,10,1st-4th,2,Widowed,Prof-specialty,Own-child,Male,Asian-Pac-Islander,2,83,13,-1.859013,NEGATIVE
11425,0,25,Self-emp-inc,10,10th,2,Married-spouse-absent,Prof-specialty,Husband,Female,Asian-Pac-Islander,3,85,14,0.253646,POSITIVE
11425,1,25,Self-emp-inc,10,10th,2,Married-spouse-absent,Prof-specialty,Husband,Male,Asian-Pac-Islander,3,85,14,-1.859096,NEGATIVE
11426,0,27,Federal-gov,11,Doctorate,2,(null),Prof-specialty,Husband,Female,Asian-Pac-Islander,4,88,15,0.162767,POSITIVE
11426,1,27,Federal-gov,11,Doctorate,2,(null),Prof-specialty,Husband,Male,Asian-Pac-Islander,4,88,15,-1.859179,NEGATIVE
11427,0,27,Local-gov,12,Doctorate,2,Bachelors,Prof-specialty,Husband,Female,Asian-Pac-Islander,5,90,16,0.071888,POSITIVE
11427,1,27,Local-gov,12,Doctorate,2,Bachelors,Prof-specialty,Husband,Male,Asian-Pac-Islander,5,90,16,-1.859264,NEGATIVE
11428,0,30,State-gov,14,Preschool,0,Prof-school,Prof-specialty,Other-relative,Female,Asian-Pac-Islander,8,86,19,0.078798,POSITIVE
11428,1,30,State-gov,14,Preschool,0,Prof-school,Prof-specialty,Other-relative,Male,Asian-Pac-Islander,8,86,19,-1.901486,NEGATIVE
11429,0,28,Local-gov,12,Assoc-voc,2,Some-college,Prof-specialty,Not-in-family,Female,Asian-Pac-Islander,6,84,17,0.009901,POSITIVE
11429,1,28,Local-gov,12,Assoc-voc,2,Some-college,Prof-specialty,Not-in-family,Male,Asian-Pac-Islander,6,84,17,-1.610895,NEGATIVE
11430,0,29,State-gov,13,9th,2,11th,Prof-specialty,Not-in-family,Female,Asian-Pac-Islander,7,85,18,0.089142,POSITIVE
11430,1,29,State-gov,13,9th,2,11th,Prof-specialty,Not-in-family,Male,Asian-Pac-Islander,7,85,18,-1.615809,NEGATIVE
11431,0,30,State-gov,14,9th,2,Prof-school,Prof-specialty,Other-relative,Female,Asian-Pac-Islander,8,86,19,0.168386,POSITIVE
11431,1,30,State-gov,14,9th,2,Prof-school,Prof-specialty,Other-relative,Male,Asian-Pac-Islander,8,86,19,-1.620721,NEGATIVE
11432,0,22,Private,0,12th,2,Married-civ-spouse,Prof-specialty,Wife,Female,Asian-Pac-Islander,0,76,11,0.035232,POSITIVE
11432,1,22,Private,0,12th,2,Married-civ-spouse,Prof-specialty,Wife,Male,Asian-Pac-Islander,0,76,11,-1.889728,NEGATIVE
11433,0,15,Federal-gov,11,12th,5,(null),Exec-managerial,Husband,Female,Asian-Pac-Islander,14,88,15,0.646798,POSITIVE
11433,1,15,Federal-gov,11,12th,5,(null),Exec-managerial,Husband,Male,Asian-Pac-Islander,14,88,15,-0.744883,NEGATIVE
11434,0,14,Self-emp-inc,2,9th,4,Married-spouse-absent,Exec-managerial,Husband,Female,White,13,85,14,0.239037,POSITIVE
11434,1,14,Self-emp-inc,2,9th,4,Married-spouse-absent,Exec-managerial,Husband,Male,White,13,85,14,-1.967828,NEGATIVE
11435,0,15,Federal-gov,3,12th,5,(null),Exec-managerial,Husband,Female,Asian-Pac-Islander,14,88,15,0.679651,POSITIVE
11435,1,15,Federal-gov,3,12th,5,(null),Exec-managerial,Husband,Male,Asian-Pac-Islander,14,88,15,-1.248552,NEGATIVE
11436,0,16,Local-gov,12,Masters,1,Bachelors,Exec-managerial,Husband,Female,Asian-Pac-Islander,15,90,16,0.321870,POSITIVE
11436,1,16,Local-gov,12,Masters,1,Bachelors,Exec-managerial,Husband,Male,Asian-Pac-Islander,15,90,16,-1.983453,NEGATIVE
